LABEL,KODE GEDUNG,NAMA LOKASI,PROVINSI,AREA,ALAMAT LOKASI,PERUNTUKAN,KAB/KOTA,WITEL,KELAS BERBAYAR,LUASAN BERBAYAR,KETERANGAN,HISTORI,SIMPAN,ID
2143202501 - STO GUNUNG PUTRI - OFFICE,2143202501,STO GUNUNG PUTRI,JAWA BARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,462.30,AKTIF,,,ID001532
2143202502 - GUDANG GUNUNG PUTRI - GUDANG,2143202502,GUDANG GUNUNG PUTRI,JAWA BARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,85.84,AKTIF,,,ID001533
2143202503 - GEDUNG KOSONG GUNUNG PUTRI - IDLE,2143202503,GEDUNG KOSONG GUNUNG PUTRI,JAWA BARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,19.10,AKTIF,,,ID001534
2143202504 - HALAMAN STO GUNUNG PUTRI - HALAMAN,2143202504,HALAMAN STO GUNUNG PUTRI,JAWA BARAT,TR2,"PERUM FERRY SONEVILE JL. FLORA NO. 1, KEL. TELAJUNG UDIK, KEC. GUNUNG PUTRI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,560.00",AKTIF,,,ID001535
2143202601 - STO JASINGA - OFFICE,2143202601,STO JASINGA,JAWA BARAT,TR2,"JL. LETNAN SAYUTI NO. 1, KAMP. GEDONG SAWAH, RT. 001 / 005, JASINGA, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,244.78,AKTIF,,,ID001536
2143202602 - GEDUNG KOSONG JASINGA - IDLE,2143202602,GEDUNG KOSONG JASINGA,JAWA BARAT,TR2,"JL. LETNAN SAYUTI NO. 1, KAMP. GEDONG SAWAH, RT. 001 / 005, JASINGA, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,50.00,AKTIF,,,ID001537
2143202603 - HALAMAN STO JASINGA - HALAMAN,2143202603,HALAMAN STO JASINGA,JAWA BARAT,TR2,"JL. LETNAN SAYUTI NO. 1, KAMP. GEDONG SAWAH, RT. 001 / 005, JASINGA, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,940.00,AKTIF,,,ID001538
2143202701 - STO JONGGOL - OFFICE,2143202701,STO JONGGOL,JAWA BARAT,TR2,"JL. RAYA JONGGOL, RT. 01 / 03, KEL. SUKA MAJU, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,626.69,AKTIF,,,ID001539
2143202702 - GUDANG JONGGOL - GUDANG,2143202702,GUDANG JONGGOL,JAWA BARAT,TR2,"JL. RAYA JONGGOL, RT. 01 / 03, KEL. SUKA MAJU, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,91.88,AKTIF,,,ID001540
2143202703 - HALAMAN STO JONGGOL - HALAMAN,2143202703,HALAMAN STO JONGGOL,JAWA BARAT,TR2,"JL. RAYA JONGGOL, RT. 01 / 03, KEL. SUKA MAJU, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,659.00",AKTIF,,,ID001541
2143202801 - STO KEDUNG HALANG - OFFICE,2143202801,STO KEDUNG HALANG,JAWA BARAT,TR2,"JL. CIJUJUNG, RT. 002/001, KEL. CIJUJUNG, KEC. SUKARAJA, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,745.73,AKTIF,,,ID001542
2143202802 - HALAMAN STO KEDUNG HALANG - HALAMAN,2143202802,HALAMAN STO KEDUNG HALANG,JAWA BARAT,TR2,"JL. CIJUJUNG, RT. 002/001, KEL. CIJUJUNG, KEC. SUKARAJA, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,773.00",AKTIF,,,ID001543
2143202901 - STO LEBAK WANGI - OFFICE,2143202901,STO LEBAK WANGI,JAWA BARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,382.00,AKTIF,,,ID001544
2143202902 - GUDANG LEBAK WANGI - GUDANG,2143202902,GUDANG LEBAK WANGI,JAWA BARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,117.40,AKTIF,,,ID001545
2143202903 - GEDUNG KOSONG LEBAK WANGI - IDLE,2143202903,GEDUNG KOSONG LEBAK WANGI,JAWA BARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,372.73,AKTIF,,,ID001546
2143202904 - HALAMAN STO LEBAK WANGI - HALAMAN,2143202904,HALAMAN STO LEBAK WANGI,JAWA BARAT,TR2,"JL. RAYA BUNAR NO. 107, LEBAK WANGI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"3,590.00",AKTIF,,,ID001547
2143203001 - STO LEUWILIANG - OFFICE,2143203001,STO LEUWILIANG,JAWA BARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,643.22,AKTIF,,,ID001548
2143203002 - GUDANG LEUWILIANG - GUDANG,2143203002,GUDANG LEUWILIANG,JAWA BARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,150.00,AKTIF,,,ID001549
2143203003 - GEDUNG KOSONG LEUWILIANG - IDLE,2143203003,GEDUNG KOSONG LEUWILIANG,JAWA BARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,272.73,AKTIF,,,ID001550
2143203004 - HALAMAN STO LEUWILIANG - HALAMAN,2143203004,HALAMAN STO LEUWILIANG,JAWA BARAT,TR2,"KAMPUNG SAWAH NO. 93, RT. 001/002, KEL. LEUWILIANG, KEC. LEUWILIANG, KAB BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,252.00",AKTIF,,,ID001551
2143203101 - STO NUSANTARA - OFFICE,2143203101,STO NUSANTARA,JAWA BARAT,TR2,"JL. NUSANTARA RAYA KAV II NO. 11, DEPOK KOTA",OFFICE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,"1,304.79",AKTIF,,,ID001552
2143203102 - GUDANG NUSANTARA - GUDANG,2143203102,GUDANG NUSANTARA,JAWA BARAT,TR2,"JL. NUSANTARA RAYA KAV II NO. 11, DEPOK KOTA",GUDANG,KOTA DEPOK,PRIANGAN BARAT,KELAS 5,49.01,AKTIF,,,ID001553
2143203201 - STO PAGELARAN - OFFICE,2143203201,STO PAGELARAN,JAWA BARAT,TR2,"JL. RAYA PAGELARAN KERETEG, KEL. PADA SUKA, KEC. CIOMAS, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,"1,038.76",AKTIF,,,ID001554
2143203202 - GUDANG PAGELARAN - GUDANG,2143203202,GUDANG PAGELARAN,JAWA BARAT,TR2,"JL. RAYA PAGELARAN KERETEG, KEL. PADA SUKA, KEC. CIOMAS, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,72.00,AKTIF,,,ID001555
2143203203 - GEDUNG KOSONG PAGELARAN - IDLE,2143203203,GEDUNG KOSONG PAGELARAN,JAWA BARAT,TR2,"JL. RAYA PAGELARAN KERETEG, KEL. PADA SUKA, KEC. CIOMAS, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,392.86,AKTIF,,,ID001556
2143203301 - STO PANCORAN MAS - OFFICE,2143203301,STO PANCORAN MAS,JAWA BARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,483.87,AKTIF,,,ID001557
2143203302 - GUDANG PANCORAN MAS - GUDANG,2143203302,GUDANG PANCORAN MAS,JAWA BARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,33.02,AKTIF,,,ID001558
2143203303 - GEDUNG KOSONG PANCORAN MAS - IDLE,2143203303,GEDUNG KOSONG PANCORAN MAS,JAWA BARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,66.04,AKTIF,,,ID001559
2143203304 - HALAMAN STO PANCORAN MAS - HALAMAN,2143203304,HALAMAN STO PANCORAN MAS,JAWA BARAT,TR2,"JL. RAYA SAWANGAN NO. 63, KEL. RANGKAPAN JAYA BARU, KEC. PANCORAN MAS, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"1,855.34",AKTIF,,,ID001560
2143203401 - STO PARUNG - OFFICE,2143203401,STO PARUNG,JAWA BARAT,TR2,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,273.58,AKTIF,,,ID001561
2143203402 - GUDANG PARUNG - GUDANG,2143203402,GUDANG PARUNG,JAWA BARAT,TR2,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,4.93,AKTIF,,,ID001562
2143203403 - HALAMAN STO PARUNG - HALAMAN,2143203403,HALAMAN STO PARUNG,JAWA BARAT,TR2,"JL. RAYA GUNUNG SINDUR, KEL. PEMAGAR SARI, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,445.26,AKTIF,,,ID001563
2143203501 - STO PASIR MAUNG - OFFICE,2143203501,STO PASIR MAUNG,JAWA BARAT,TR2,"JL. M. THAMRIN PERUM SENTUL CITY, KEL. BABAKAN MADANG, KEC. BABAKAN MADANG, KAB, BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,724.62,AKTIF,,,ID001564
2143203502 - HALAMAN STO PASIR MAUNG - HALAMAN,2143203502,HALAMAN STO PASIR MAUNG,JAWA BARAT,TR2,"JL. M. THAMRIN PERUM SENTUL CITY, KEL. BABAKAN MADANG, KEC. BABAKAN MADANG, KAB, BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"3,641.00",AKTIF,,,ID001565
2143203601 - STO SEMPLAK - OFFICE,2143203601,STO SEMPLAK,JAWA BARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,784.61,AKTIF,,,ID001566
2143203602 - GUDANG SEMPLAK - GUDANG,2143203602,GUDANG SEMPLAK,JAWA BARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,299.91,AKTIF,,,ID001567
2143203603 - GEDUNG KOSONG SEMPLAK - IDLE,2143203603,GEDUNG KOSONG SEMPLAK,JAWA BARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,422.48,AKTIF,,,ID001568
2143203604 - HALAMAN STO SEMPLAK - HALAMAN,2143203604,HALAMAN STO SEMPLAK,JAWA BARAT,TR2,"JL RAYA SEMPLAK, DS. PARAKAN SALAK, RT 009 / 003, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"3,018.00",AKTIF,,,ID001569
2143203701 - STO SENTUL - OFFICE,2143203701,STO SENTUL,JAWA BARAT,TR2,"JL. KADU MANGGU SENTUL, KEL. KADU MANGGU, KEC. BABAKAN MADANG, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,384.81,AKTIF,,,ID001570
2143203702 - GUDANG SENTUL - GUDANG,2143203702,GUDANG SENTUL,JAWA BARAT,TR2,"JL. KADU MANGGU SENTUL, KEL. KADU MANGGU, KEC. BABAKAN MADANG, KAB. BOGOR",GUDANG,KAB. BOGOR,PRIANGAN BARAT,KELAS 5,31.25,AKTIF,,,ID001571
2143203703 - GEDUNG KOSONG SENTUL - IDLE,2143203703,GEDUNG KOSONG SENTUL,JAWA BARAT,TR2,"JL. KADU MANGGU SENTUL, KEL. KADU MANGGU, KEC. BABAKAN MADANG, KAB. BOGOR",IDLE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,45.08,AKTIF,,,ID001572
2143203801 - STO SUKMAJAYA - OPMC - OFFICE,2143203801,STO SUKMAJAYA - OPMC,JAWA BARAT,TR2,"JL. PROKLAMASI NO. 3, DEPOK KOTA",OFFICE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,750.33,AKTIF,,,ID001573
2143203802 - STO SUKMAJAYA - OPMC - OFFICE,2143203802,STO SUKMAJAYA - OPMC,JAWA BARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",OFFICE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,938.10,AKTIF,,,ID001574
2143203803 - GUDANG OPMC SUKMAJAYA - GUDANG,2143203803,GUDANG OPMC SUKMAJAYA,JAWA BARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",GUDANG,KOTA DEPOK,PRIANGAN BARAT,KELAS 5,190.81,AKTIF,,,ID001575
2143203804 - GEDUNG KOSONG STO SUKMAJAYA - IDLE,2143203804,GEDUNG KOSONG STO SUKMAJAYA,JAWA BARAT,TR2,"JL. PROKLAMASI NO. 3, DEPOK KOTA",IDLE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,10.07,AKTIF,,,ID001576
2143203805 - GEDUNG KOSONG OPMC DEPOK - IDLE,2143203805,GEDUNG KOSONG OPMC DEPOK,JAWA BARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",IDLE,KOTA DEPOK,PRIANGAN BARAT,KELAS 4,602.70,AKTIF,,,ID001577
2143203806 - OPMC DEPOK - UTILITY,2143203806,OPMC DEPOK,JAWA BARAT,TR2,"JL. PROKLAMASI NO. 3, RT 009 / 002. SUKMAJAYA, DEPOK KOTA",UTILITY,KOTA DEPOK,PRIANGAN BARAT,KELAS 5,13.53,AKTIF,,,ID001578
2143203901 - STO TAJUR HALANG - OFFICE,2143203901,STO TAJUR HALANG,JAWA BARAT,TR2,"JL. RAYA TAJUR HALANG NO. 1, RT 03/04, KEL. TAJUR HALANG, KAB. BOGOR",OFFICE,KAB. BOGOR,PRIANGAN BARAT,KELAS 4,996.70,AKTIF,,,ID001579
2143203902 - HALAMAN STO TAJUR HALANG - HALAMAN,2143203902,HALAMAN STO TAJUR HALANG,JAWA BARAT,TR2,"JL. RAYA TAJUR HALANG NO. 1, RT 03/04, KEL. TAJUR HALANG, KAB. BOGOR",HALAMAN,KAB. BOGOR,PRIANGAN BARAT,KELAS 6,"2,774.00",AKTIF,,,ID001580
3253200101 - PLASA / WITEL SUKABUMI - OFFICE,3253200101,PLASA / WITEL SUKABUMI,JAWA BARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",OFFICE,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 3,815.35,AKTIF,,,ID002162
3253200102 - GUDANG WITEL SUKABUMI - GUDANG,3253200102,GUDANG WITEL SUKABUMI,JAWA BARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",GUDANG,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 5,30.00,AKTIF,,,ID002163
3253200103 - GEDUNG KOSONG WITEL SUKABUMI - IDLE,3253200103,GEDUNG KOSONG WITEL SUKABUMI,JAWA BARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",IDLE,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 4,176.99,AKTIF,,,ID002164
3253200104 - WITEL SUKABUMI - UTILITY,3253200104,WITEL SUKABUMI,JAWA BARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",UTILITY,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 5,106.80,AKTIF,,,ID002165
3253200105 - HALAMAN WITEL SUKABUMI - HALAMAN,3253200105,HALAMAN WITEL SUKABUMI,JAWA BARAT,TR3,"JL. MESJID AGUNG NO. 17, SUKABUMI KOTA",HALAMAN,KOTA SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,689.00",AKTIF,,,ID002166
3253200301 - PLASA / EKS CATEL SINDANGLAYA - OFFICE,3253200301,PLASA / EKS CATEL SINDANGLAYA,JAWA BARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 3,340.00,AKTIF,,,ID002167
3253200302 - GUDANG SINDANGLAYA - GUDANG,3253200302,GUDANG SINDANGLAYA,JAWA BARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,69.00,AKTIF,,,ID002168
3253200303 - GEDUNG KOSONG SINDANGLAYA - IDLE,3253200303,GEDUNG KOSONG SINDANGLAYA,JAWA BARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,287.57,AKTIF,,,ID002169
3253200304 - EKS CATEL SINDANGLAYA - UTILITY,3253200304,EKS CATEL SINDANGLAYA,JAWA BARAT,TR3,"JL. RAYA CIPANAS NO. 107, KEL. CIPANAS, KEC. CIPANAS, KAB. CIANJUR",UTILITY,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,20.51,AKTIF,,,ID002170
3253200401 - EKS CATEL SUKANAGARA - OFFICE,3253200401,EKS CATEL SUKANAGARA,JAWA BARAT,TR3,"JL. RAYA SUKANAGARA, RT. 01 / 02, KEL. SUKANAGARA, KEC. SUKANAGARA, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,187.99,AKTIF,,,ID002171
3253200402 - EKS CATEL SUKANAGARA - UTILITY,3253200402,EKS CATEL SUKANAGARA,JAWA BARAT,TR3,"JL. RAYA SUKANAGARA, RT. 01 / 02, KEL. SUKANAGARA, KEC. SUKANAGARA, KAB. CIANJUR",UTILITY,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,16.63,AKTIF,,,ID002172
3253200501 - PLASA CIANJUR - OFFICE,3253200501,PLASA CIANJUR,JAWA BARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,979.99,AKTIF,,,ID002173
3253200502 - GUDANG PLASA CIANJUR - GUDANG,3253200502,GUDANG PLASA CIANJUR,JAWA BARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,32.68,AKTIF,,,ID002174
3253200503 - GEDUNG KOSONG PLASA CIANJUR - IDLE,3253200503,GEDUNG KOSONG PLASA CIANJUR,JAWA BARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,152.59,AKTIF,,,ID002175
3253200504 - PLASA CIANJUR - UTILITY,3253200504,PLASA CIANJUR,JAWA BARAT,TR3,"JL. IR. JUANDA NO. 9, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",UTILITY,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,37.15,AKTIF,,,ID002176
3253200601 - STO BOJONG LOPANG - OFFICE,3253200601,STO BOJONG LOPANG,JAWA BARAT,TR3,"JL. RAYA BOJONG LOPANG , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,144.78,AKTIF,,,ID002177
3253200602 - GUDANG BOJONG LOPANG - GUDANG,3253200602,GUDANG BOJONG LOPANG,JAWA BARAT,TR3,"JL. RAYA BOJONG LOPANG , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,5.13,AKTIF,,,ID002178
3253200603 - HALAMAN STO BOJONG LOPANG - HALAMAN,3253200603,HALAMAN STO BOJONG LOPANG,JAWA BARAT,TR3,"JL. RAYA BOJONG LOPANG , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,"1,049.37",AKTIF,,,ID002179
3253200701 - STO CIANJUR - OFFICE,3253200701,STO CIANJUR,JAWA BARAT,TR3,"JL. SILIWANGI NO. 14, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,557.49,AKTIF,,,ID002180
3253200702 - GUDANG STO CIANJUR - GUDANG,3253200702,GUDANG STO CIANJUR,JAWA BARAT,TR3,"JL. SILIWANGI NO. 14, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,131.00,AKTIF,,,ID002181
3253200703 - GEDUNG KOSONG STO CIANJUR - IDLE,3253200703,GEDUNG KOSONG STO CIANJUR,JAWA BARAT,TR3,"JL. SILIWANGI NO. 14, KEL. PAMOYANAN, KEC. CIANJUR, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,28.49,AKTIF,,,ID002182
3253200801 - PLASA / STO CIBADAK - OFFICE,3253200801,PLASA / STO CIBADAK,JAWA BARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,234.63,AKTIF,,,ID002183
3253200802 - GUDANG CIBADAK - GUDANG,3253200802,GUDANG CIBADAK,JAWA BARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,23.02,AKTIF,,,ID002184
3253200803 - GEDUNG KOSONG CIBADAK - IDLE,3253200803,GEDUNG KOSONG CIBADAK,JAWA BARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,415.07,AKTIF,,,ID002185
3253200804 - HALAMAN STO CIBADAK - HALAMAN,3253200804,HALAMAN STO CIBADAK,JAWA BARAT,TR3,"JL. SURYA KENCANA NO. 123, CIBADAK , KAB. SUKABUMI",HALAMAN,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 6,867.16,AKTIF,,,ID002186
3253200901 - STO CIBEBER - OFFICE,3253200901,STO CIBEBER,JAWA BARAT,TR3,"JL. RAYA CIBEBER NO. 9, RT. 02 / 03, KEL. CIPETIR, KEC. CIBEBER, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,218.39,AKTIF,,,ID002187
3253200902 - GUDANG CIBEBER - GUDANG,3253200902,GUDANG CIBEBER,JAWA BARAT,TR3,"JL. RAYA CIBEBER NO. 9, RT. 02 / 03, KEL. CIPETIR, KEC. CIBEBER, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,8.05,AKTIF,,,ID002188
3253201001 - PLASA / STO CICURUG - OFFICE,3253201001,PLASA / STO CICURUG,JAWA BARAT,TR3,"JL. SILIWANGI NO. 151, CICURUG, KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,173.44,AKTIF,,,ID002189
3253201002 - GUDANG CICURUG - GUDANG,3253201002,GUDANG CICURUG,JAWA BARAT,TR3,"JL. SILIWANGI NO. 151, CICURUG, KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,93.44,AKTIF,,,ID002190
3253201003 - GEDUNG KOSONG CICURUG - IDLE,3253201003,GEDUNG KOSONG CICURUG,JAWA BARAT,TR3,"JL. SILIWANGI NO. 151, CICURUG, KAB. SUKABUMI",IDLE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,314.99,AKTIF,,,ID002191
3253201101 - STO CIKALONG KULON - OFFICE,3253201101,STO CIKALONG KULON,JAWA BARAT,TR3,"JL. SILIWANGI - KP. ASEM NO. 32, RT. 03 / 02, KEL. SUKAGALIH, KEC. CIKALONG KULON, KAB. CIANJUR",OFFICE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,224.12,AKTIF,,,ID002192
3253201102 - GUDANG CIKALONG KULON - GUDANG,3253201102,GUDANG CIKALONG KULON,JAWA BARAT,TR3,"JL. SILIWANGI - KP. ASEM NO. 32, RT. 03 / 02, KEL. SUKAGALIH, KEC. CIKALONG KULON, KAB. CIANJUR",GUDANG,KAB. CIANJUR,PRIANGAN BARAT,KELAS 5,194.66,AKTIF,,,ID002193
3253201103 - GEDUNG KOSONG CIKALONG KULON - IDLE,3253201103,GEDUNG KOSONG CIKALONG KULON,JAWA BARAT,TR3,"JL. SILIWANGI - KP. ASEM NO. 32, RT. 03 / 02, KEL. SUKAGALIH, KEC. CIKALONG KULON, KAB. CIANJUR",IDLE,KAB. CIANJUR,PRIANGAN BARAT,KELAS 4,44.77,AKTIF,,,ID002194
3253201201 - STO CIKEMBANG - OFFICE,3253201201,STO CIKEMBANG,JAWA BARAT,TR3,"JL. RAYA CIKEMBANG, CIKEMBANG , KAB. SUKABUMI",OFFICE,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 4,182.62,AKTIF,,,ID002195
3253201202 - GUDANG CIKEMBANG - GUDANG,3253201202,GUDANG CIKEMBANG,JAWA BARAT,TR3,"JL. RAYA CIKEMBANG, CIKEMBANG , KAB. SUKABUMI",GUDANG,KAB. SUKABUMI,PRIANGAN BARAT,KELAS 5,26.38,AKTIF,,,ID002196
